timestamp;server.timestamp;ident;position.latitude;position.longitude;position.altitude;position.speed;position.direction;movement.status;x.acceleration;y.acceleration;z.acceleration;can.ambient.air.temperature;can.engine.coolant.temperature;can.engine.load.level;can.engine.rpm;can.throttle.pedal.level;can.short.fuel.trim;can.maf.air.flow.rate;can.vehicle.speed
27/10/2022 10:02:07;27/10/2022 10:02:18;359633107827987;51.109447;71.432055;328;10;357;TRUE;0.336;0.2;-2.047;5;89;27;1208;0;-5;4.1;12
27/10/2022 10:02:07;27/10/2022 10:02:18;359633107827987;51.109447;71.432055;328;10;357;TRUE;0.336;0.2;-2.047;5;89;27;1208;0;-5;4.1;12
27/10/2022 10:02:07;27/10/2022 10:02:10;359633107827987;51.109447;71.432055;328;10;357;TRUE;0.336;0.2;-2.047;5;89;27;1208;0;-5;4.1;12
27/10/2022 10:02:08;27/10/2022 10:02:18;359633107827987;51.10948;71.432035;329;7;335;TRUE;0.234;0.096;-1.994;5;88;32;777;0;2;3.05;2
27/10/2022 10:02:09;27/10/2022 10:02:18;359633107827987;51.109495;71.432015;329;6;313;TRUE;0.199;0.085;-1.973;5;88;35;749;0;-2;3.07;0
27/10/2022 10:02:12;27/10/2022 10:02:20;359633107827987;51.109508;71.431982;330;4;314;TRUE;0.19;0.093;-1.987;5;88;33;758;0;-1;2.86;0
27/10/2022 10:02:17;27/10/2022 10:02:20;359633107827987;51.1095;71.431962;332;0;327;TRUE;0.188;0.082;-1.99;5;89;33;757;0;-1;2.86;0
27/10/2022 10:02:19;27/10/2022 10:02:26;359633107827987;51.109498;71.431988;333;7;109;TRUE;0.183;0.08;-1.987;5;89;33;748;0;0;2.82;0
27/10/2022 10:02:22;27/10/2022 10:02:24;359633107827987;51.109498;71.43201;334;0;95;TRUE;0.185;0.063;-1.989;5;89;33;753;0;-2;2.83;0
27/10/2022 10:02:27;27/10/2022 10:02:28;359633107827987;51.109483;71.432007;334;4;110;TRUE;0.188;0.074;-1.991;5;89;33;750;0;-3;2.83;0
27/10/2022 10:02:32;27/10/2022 10:02:33;359633107827987;51.109477;71.432025;332;0;127;TRUE;0.151;0.056;-2.004;5;90;33;742;0;0;2.85;0
27/10/2022 10:02:34;27/10/2022 10:02:35;359633107827987;51.109498;71.43204;330;7;36;TRUE;0.022;0.077;-2.122;5;89;81;2133;0;0;17.57;12
27/10/2022 10:02:36;27/10/2022 10:02:47;359633107827987;51.109563;71.432095;328;17;29;TRUE;0.134;-0.105;-2.092;5;89;57;2298;0;0;24.76;18
27/10/2022 10:02:37;27/10/2022 10:02:39;359633107827987;51.10961;71.432125;327;19;24;TRUE;0.112;0.109;-2.243;5;89;73;2555;0;2;22.32;24
27/10/2022 10:02:39;27/10/2022 10:02:47;359633107827987;51.109722;71.432178;326;25;10;TRUE;0.259;0.181;-2.065;5;89;59;1785;0;-3;7.34;29
27/10/2022 10:02:42;27/10/2022 10:02:50;359633107827987;51.109867;71.432195;326;27;5;TRUE;0.194;0.092;-2.118;5;88;20;1477;0;0;3.7;26
27/10/2022 10:02:45;27/10/2022 10:02:55;359633107827987;51.110128;71.432267;326;22;8;TRUE;0.271;0.276;-2.191;5;89;20;1364;0;-1;4.03;23
27/10/2022 10:02:46;27/10/2022 10:02:55;359633107827987;51.11018;71.432278;325;19;5;TRUE;0.271;0.276;-2.191;5;89;20;1364;0;-1;4.03;23
27/10/2022 10:02:47;27/10/2022 10:02:50;359633107827987;51.11018;71.432278;325;19;5;TRUE;0.287;0.192;-2.116;5;89;22;1132;0;1;3.29;18
27/10/2022 10:02:50;27/10/2022 10:02:55;359633107827987;51.110312;71.432333;327;10;352;TRUE;0.256;0.176;-2.037;5;89;32;762;0;0;2.97;9
27/10/2022 10:02:52;27/10/2022 10:02:57;359633107827987;51.110332;71.432333;328;8;345;TRUE;0.149;-0.018;-2.045;5;89;34;909;0;1;3;6
27/10/2022 10:02:54;27/10/2022 10:03:26;359633107827987;51.110377;71.432332;330;6;10;TRUE;0.185;0.141;-2.097;5;89;29;923;0;9;2.86;5
27/10/2022 10:02:57;27/10/2022 10:03:05;359633107827987;51.110392;71.432355;332;4;16;TRUE;0.226;0.131;-2.016;5;89;29;810;0;0;2.75;4
27/10/2022 10:03:02;27/10/2022 10:03:10;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.19;0.088;-1.992;5;90;33;747;0;-1;2.83;0
27/10/2022 10:03:07;27/10/2022 10:03:23;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.19;0.066;-1.983;5;90;33;750;0;0;2.83;0
27/10/2022 10:03:12;27/10/2022 10:03:25;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.18;0.078;-1.988;5;90;34;753;0;0;2.87;0
27/10/2022 10:03:17;27/10/2022 10:03:25;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.187;0.064;-1.997;5;90;33;749;0;-2;2.87;0
27/10/2022 10:03:22;27/10/2022 10:03:25;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.178;0.063;-1.996;5;90;33;758;0;-3;2.84;0
27/10/2022 10:03:27;27/10/2022 10:03:28;359633107827987;51.110405;71.432397;334;0;16;TRUE;0.08;0.009;-2.045;5;90;44;755;0;0;3.73;0
27/10/2022 10:03:29;27/10/2022 10:03:32;359633107827987;51.110383;71.432387;338;8;357;TRUE;0.183;0.227;-2.088;5;90;55;1573;0;-1;9.61;8
27/10/2022 10:03:30;27/10/2022 10:03:41;359633107827987;51.110398;71.432395;339;9;7;TRUE;0.207;0.083;-2.054;5;90;20;1349;0;-3;2.56;9
27/10/2022 10:03:31;27/10/2022 10:03:41;359633107827987;51.110413;71.432417;341;9;33;TRUE;0.235;0.131;-2.05;5;90;16;995;0;0;3.07;8
27/10/2022 10:03:32;27/10/2022 10:03:34;359633107827987;51.110423;71.432443;341;8;46;TRUE;0.17;0.065;-2.08;5;90;30;905;0;-9;3.19;8
27/10/2022 10:03:34;27/10/2022 10:03:41;359633107827987;51.110448;71.432478;343;7;30;TRUE;0.22;0.123;-2.023;5;90;30;897;0;-1;3.09;7
27/10/2022 10:03:37;27/10/2022 10:03:46;359633107827987;51.110488;71.432485;345;5;24;TRUE;0.202;0.126;-2.02;5;89;30;820;0;4;2.88;4
27/10/2022 10:03:42;27/10/2022 10:03:46;359633107827987;51.11051;71.432477;347;0;359;TRUE;0.038;-0.029;-2.06;5;90;32;755;0;0;2.8;0
27/10/2022 10:03:45;27/10/2022 10:03:56;359633107827987;51.110557;71.432482;347;12;14;TRUE;0.28;0.076;-2.082;5;90;47;1376;0;-1;3.61;11
27/10/2022 10:03:46;27/10/2022 10:03:56;359633107827987;51.110557;71.432482;347;12;14;TRUE;0.321;0.187;-2.012;5;90;17;981;0;-6;3.57;9
27/10/2022 10:03:47;27/10/2022 10:03:56;359633107827987;51.110595;71.432497;347;4;19;TRUE;0.321;0.187;-2.012;5;90;17;981;0;-6;3.57;9
27/10/2022 10:03:48;27/10/2022 10:03:51;359633107827987;51.110595;71.432497;347;4;19;TRUE;0.239;0.108;-1.987;5;90;30;833;0;0;3.37;4
27/10/2022 10:03:52;27/10/2022 10:03:54;359633107827987;51.110607;71.432507;346;0;48;TRUE;0.181;0.074;-1.985;5;89;35;764;0;-1;3.03;0
27/10/2022 10:03:55;27/10/2022 10:03:57;359633107827987;51.110607;71.432507;346;0;48;FALSE;0.187;0.086;-1.993;5;90;34;744;0;-1;2.86;0
27/10/2022 10:03:57;27/10/2022 10:03:58;359633107827987;51.110607;71.432507;346;0;48;FALSE;0.18;0.073;-1.993;5;90;34;754;0;0;2.91;0
27/10/2022 10:04:02;27/10/2022 10:04:04;359633107827987;51.110607;71.432507;346;0;48;FALSE;0.178;0.072;-1.998;5;90;33;739;0;-2;2.85;0
27/10/2022 10:04:07;27/10/2022 10:04:09;359633107827987;51.110607;71.432507;346;0;48;FALSE;0.189;0.074;-1.994;5;90;43;773;0;3;3.7;0
27/10/2022 10:04:12;27/10/2022 10:04:15;359633107827987;51.110607;71.432507;346;0;48;FALSE;0.175;0.065;-1.992;5;90;34;747;0;-6;2.74;0
27/10/2022 10:04:17;27/10/2022 10:04:18;359633107827987;51.110607;71.432507;346;0;48;FALSE;-0.027;-0.123;-2.106;5;90;52;1493;0;-3;5.86;4
27/10/2022 10:04:22;27/10/2022 10:04:24;359633107827987;51.110767;71.432558;345;17;12;FALSE;0.035;0.047;-2.185;5;90;16;1778;0;-3;3.26;18
27/10/2022 10:04:22;27/10/2022 10:04:28;359633107827987;51.110767;71.432558;345;17;12;TRUE;0.073;-0.042;-2.142;5;89;54;2253;0;5;23.75;22
27/10/2022 10:04:27;27/10/2022 10:04:32;359633107827987;51.111087;71.43264;346;24;17;TRUE;0.133;0.201;-2.14;5;89;22;1456;0;-9;3.95;26
27/10/2022 10:04:32;27/10/2022 10:04:33;359633107827987;51.111445;71.432742;346;30;10;TRUE;0.22;0.18;-2.295;5;90;18;1683;0;-3;6.12;30
27/10/2022 10:04:35;27/10/2022 10:04:45;359633107827987;51.111663;71.432833;346;28;12;TRUE;0.299;0.003;-2.154;5;90;22;1172;0;0;3.1;25
27/10/2022 10:04:36;27/10/2022 10:04:45;359633107827987;51.111663;71.432833;346;28;12;TRUE;0.299;0.003;-2.154;5;90;22;1172;0;0;3.1;25
27/10/2022 10:04:37;27/10/2022 10:04:49;359633107827987;51.11178;71.432893;347;22;11;TRUE;0.263;0.192;-2.103;5;90;23;1267;0;2;3.84;21
27/10/2022 10:04:41;27/10/2022 10:04:59;359633107827987;51.111957;71.43295;347;14;11;TRUE;0.326;0.113;-2.034;5;90;26;1031;0;-3;3.16;16
27/10/2022 10:04:41;27/10/2022 10:04:59;359633107827987;51.111957;71.43295;347;14;11;TRUE;0.326;0.113;-2.034;5;90;26;1031;0;-3;3.16;16
27/10/2022 10:04:42;27/10/2022 10:04:49;359633107827987;51.111985;71.432958;347;9;10;TRUE;0.215;0.128;-2.081;5;90;38;861;0;2;4;11
27/10/2022 10:04:47;27/10/2022 10:04:51;359633107827987;51.112058;71.432962;347;9;11;TRUE;0.169;0.048;-2.013;5;91;44;1372;0;10;5.21;7
27/10/2022 10:04:49;27/10/2022 10:04:59;359633107827987;51.112085;71.432947;347;11;337;TRUE;0.257;0.109;-2.023;5;91;28;938;0;-3;3.49;9
27/10/2022 10:04:49;27/10/2022 10:04:59;359633107827987;51.112107;71.432942;347;15;342;TRUE;0.28;0.131;-2.041;5;91;28;938;0;-3;3.49;9
27/10/2022 10:04:49;27/10/2022 10:04:59;359633107827987;51.112107;71.432942;347;15;342;TRUE;0.28;0.131;-2.041;5;91;28;938;0;-3;3.49;9
27/10/2022 10:04:52;27/10/2022 10:04:54;359633107827987;51.11213;71.432965;348;0;334;TRUE;0.195;0.091;-1.998;5;91;37;768;0;-4;3.14;0
27/10/2022 10:04:57;27/10/2022 10:05:23;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.18;0.078;-1.988;5;91;34;755;0;-2;2.93;0
27/10/2022 10:05:02;27/10/2022 10:05:23;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.193;0.081;-1.988;5;91;33;749;0;-1;2.83;0
27/10/2022 10:05:07;27/10/2022 10:05:23;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.188;0.078;-1.986;5;92;33;741;0;-3;2.83;0
27/10/2022 10:05:12;27/10/2022 10:05:26;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.187;0.091;-1.989;5;92;33;744;0;-3;2.81;0
27/10/2022 10:05:17;27/10/2022 10:05:26;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.212;0.097;-1.988;5;92;33;748;0;0;2.79;0
27/10/2022 10:05:22;27/10/2022 10:05:26;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.195;0.096;-1.993;5;91;43;757;0;1;3.77;0
27/10/2022 10:05:27;27/10/2022 10:05:41;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.195;0.087;-1.991;5;91;33;752;0;0;2.85;0
27/10/2022 10:05:32;27/10/2022 10:05:41;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.184;0.062;-1.998;5;91;32;753;0;-1;2.79;0
27/10/2022 10:05:37;27/10/2022 10:05:41;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.181;0.083;-2;5;92;33;748;0;-3;2.81;0
27/10/2022 10:05:42;27/10/2022 10:05:58;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.194;0.068;-1.986;5;92;32;748;0;-2;2.8;0
27/10/2022 10:05:47;27/10/2022 10:05:58;359633107827987;51.112132;71.432968;349;0;334;TRUE;0.182;0.07;-1.993;5;91;34;746;0;0;2.88;0
27/10/2022 10:05:47;27/10/2022 10:06:01;359633107827987;51.112132;71.432968;349;0;334;FALSE;0.191;0.098;-1.986;5;91;34;746;0;0;2.88;0
27/10/2022 10:05:52;27/10/2022 10:05:58;359633107827987;51.112132;71.432968;349;0;334;FALSE;0.157;0.051;-1.999;5;91;32;757;0;-3;2.83;0
27/10/2022 10:05:57;27/10/2022 10:06:00;359633107827987;51.112132;71.432968;349;0;334;FALSE;-0.005;-0.116;-2.173;5;91;60;2174;0;2;12.53;11
27/10/2022 10:06:02;27/10/2022 10:06:14;359633107827987;51.11235;71.433127;346;28;11;FALSE;0.098;0.09;-2.127;5;91;34;1806;0;-7;6.29;29
27/10/2022 10:06:02;27/10/2022 10:06:21;359633107827987;51.11235;71.433127;346;28;11;TRUE;0.166;0.144;-2.275;5;91;34;1806;0;-7;6.29;29
27/10/2022 10:06:07;27/10/2022 10:06:14;359633107827987;51.112773;71.433252;349;37;17;TRUE;0.141;0.125;-2.084;5;90;33;1798;0;0;5.53;39
27/10/2022 10:06:12;27/10/2022 10:06:16;359633107827987;51.11325;71.433405;349;38;13;TRUE;0.279;0.256;-2.096;5;91;99;1916;0;7;24.8;41
27/10/2022 10:06:17;27/10/2022 10:06:19;359633107827987;51.113777;71.433605;349;44;13;TRUE;0.181;0.241;-2.202;5;91;19;2220;0;-4;3.27;43
27/10/2022 10:06:22;27/10/2022 10:06:24;359633107827987;51.114352;71.43379;350;43;11;TRUE;0.113;-0.084;-2.206;5;91;35;1878;0;-1;13.89;44
27/10/2022 10:06:27;27/10/2022 10:06:28;359633107827987;51.11493;71.434023;349;48;14;TRUE;0.257;0.241;-2.188;5;91;66;1696;0;3;17.83;51
27/10/2022 10:06:32;27/10/2022 10:06:34;359633107827987;51.115488;71.434293;347;49;13;TRUE;0.378;0.506;-2.214;5;91;60;1629;0;-4;11.6;50
27/10/2022 10:06:37;27/10/2022 10:06:38;359633107827987;51.116127;71.434502;345;55;12;TRUE;0.198;0.245;-2.081;5;91;52;1920;0;-2;11.74;57
27/10/2022 10:06:42;27/10/2022 10:06:44;359633107827987;51.116838;71.434708;346;57;10;TRUE;0.124;0.033;-2.119;5;92;15;1815;0;-3;3.51;57
27/10/2022 10:06:45;27/10/2022 10:06:51;359633107827987;51.11724;71.434837;345;55;11;TRUE;0.281;0.167;-2.089;5;91;16;1639;0;0;3.29;51
27/10/2022 10:06:47;27/10/2022 10:06:51;359633107827987;51.117467;71.43492;344;46;10;TRUE;0.281;0.167;-2.089;5;91;16;1639;0;0;3.29;51
27/10/2022 10:06:47;27/10/2022 10:06:49;359633107827987;51.117467;71.43492;344;46;10;TRUE;0.19;0.157;-2.147;5;91;22;1260;0;-3;3.36;41
27/10/2022 10:06:52;27/10/2022 10:06:56;359633107827987;51.11794;71.435085;344;37;14;TRUE;0.138;0.241;-2.277;5;91;26;2077;0;0;3.94;39
27/10/2022 10:06:57;27/10/2022 10:06:59;359633107827987;51.118348;71.435263;344;31;13;TRUE;0.18;0.213;-2.182;5;91;29;1315;0;-1;4.51;32
27/10/2022 10:07:02;27/10/2022 10:07:04;359633107827987;51.118752;71.435425;344;35;18;TRUE;0.165;0.136;-2.198;5;91;40;2003;0;0;15.88;40
27/10/2022 10:07:07;27/10/2022 10:07:09;359633107827987;51.119253;71.43566;344;45;17;TRUE;0.145;0.313;-2.111;5;90;58;1803;0;3;15.71;48
27/10/2022 10:07:12;27/10/2022 10:07:15;359633107827987;51.11982;71.435892;344;46;12;TRUE;0.28;0.274;-2.089;5;91;47;1549;0;2;9.71;47
27/10/2022 10:07:17;27/10/2022 10:07:19;359633107827987;51.120357;71.436105;344;43;15;TRUE;0.253;0.032;-2.13;5;91;32;1572;0;0;6.46;45
27/10/2022 10:07:19;27/10/2022 10:07:23;359633107827987;51.120557;71.43623;343;45;22;TRUE;0.277;0.174;-2.064;5;91;47;1312;0;-3;3.99;45
27/10/2022 10:07:19;27/10/2022 10:07:23;359633107827987;51.120557;71.43623;343;45;22;TRUE;0.277;0.174;-2.064;5;91;47;1312;0;-3;3.99;45
27/10/2022 10:07:21;27/10/2022 10:07:26;359633107827987;51.120743;71.436403;343;43;32;TRUE;0.285;0.058;-2.166;5;91;25;1348;0;-1;5.99;43
27/10/2022 10:07:22;27/10/2022 10:07:24;359633107827987;51.120835;71.436497;343;41;39;TRUE;0.469;0.286;-2.101;5;91;23;1349;0;-1;3.42;41
27/10/2022 10:07:23;27/10/2022 10:07:26;359633107827987;51.120918;71.43659;343;39;40;TRUE;0.456;0.207;-2.055;5;91;21;1412;0;5;3.97;32
27/10/2022 10:07:24;27/10/2022 10:07:26;359633107827987;51.120978;71.436685;343;29;43;TRUE;0.456;0.207;-2.055;5;91;21;1412;0;5;3.97;32
27/10/2022 10:07:24;27/10/2022 10:07:27;359633107827987;51.120978;71.436685;343;29;43;TRUE;0.229;0.214;-2.064;5;91;22;1147;0;-2;3.34;23
27/10/2022 10:07:24;27/10/2022 10:07:27;359633107827987;51.120978;71.436685;343;29;43;TRUE;0.229;0.214;-2.064;5;91;22;1147;0;-2;3.34;23
27/10/2022 10:07:27;27/10/2022 10:07:30;359633107827987;51.12109;71.436882;344;17;45;TRUE;0.455;0.217;-1.984;5;91;23;1140;0;3;3.23;18
27/10/2022 10:07:27;27/10/2022 10:07:29;359633107827987;51.12109;71.436882;344;17;45;TRUE;0.391;0.206;-1.988;5;91;23;1140;0;3;3.23;18
27/10/2022 10:07:27;27/10/2022 10:07:30;359633107827987;51.12109;71.436882;344;17;45;TRUE;0.313;0.146;-2.029;5;91;23;1140;0;3;3.23;18
27/10/2022 10:07:27;27/10/2022 10:07:30;359633107827987;51.12109;71.436882;344;17;45;TRUE;0.313;0.146;-2.029;5;91;23;1140;0;3;3.23;18
27/10/2022 10:07:28;27/10/2022 10:07:30;359633107827987;51.1211;71.436928;344;11;57;TRUE;0.237;0.093;-1.986;5;91;28;884;0;3;3.19;7
27/10/2022 10:07:30;27/10/2022 10:07:32;359633107827987;51.121092;71.436947;344;0;57;TRUE;0.161;0.061;-2.025;5;91;35;791;0;-4;3.13;1
27/10/2022 10:07:32;27/10/2022 10:07:35;359633107827987;51.121087;71.436973;344;0;57;TRUE;0.145;0.105;-2.086;5;91;45;909;0;3;3.54;6
27/10/2022 10:07:33;27/10/2022 10:07:37;359633107827987;51.12109;71.437;344;6;67;TRUE;0.112;0.041;-2.064;5;91;31;1285;0;0;4;6
27/10/2022 10:07:34;27/10/2022 10:07:37;359633107827987;51.121097;71.437033;344;9;56;TRUE;0.067;-0.022;-2.108;5;91;43;1853;0;0;7.95;11
27/10/2022 10:07:36;27/10/2022 10:07:38;359633107827987;51.121127;71.437128;345;14;66;TRUE;0.133;0.325;-2.233;5;91;41;2158;0;3;9.58;15
27/10/2022 10:07:37;27/10/2022 10:07:39;359633107827987;51.121148;71.437192;345;17;66;TRUE;0.158;0.178;-2.182;5;91;26;1781;0;0;4.97;17
27/10/2022 10:07:41;27/10/2022 10:07:47;359633107827987;51.121243;71.437442;344;17;55;TRUE;0.167;0.069;-2.224;5;90;16;1503;0;4;3.12;17
27/10/2022 10:07:42;27/10/2022 10:07:46;359633107827987;51.12127;71.43749;344;16;55;TRUE;0.335;0.177;-2.228;5;90;23;1358;0;-7;3.9;15
27/10/2022 10:07:44;27/10/2022 10:07:47;359633107827987;51.121308;71.437585;344;14;70;TRUE;0.161;0.187;-2.241;5;90;36;1739;0;-1;6.66;15
27/10/2022 10:07:46;27/10/2022 10:07:58;359633107827987;51.121347;71.437685;343;17;75;TRUE;0.276;0.225;-2.189;5;91;27;1728;0;-5;5.07;19
27/10/2022 10:07:46;27/10/2022 10:07:58;359633107827987;51.121347;71.437685;343;17;75;TRUE;0.276;0.225;-2.189;5;91;27;1728;0;-5;5.07;19
27/10/2022 10:07:47;27/10/2022 10:07:51;359633107827987;51.121373;71.437735;343;17;70;TRUE;0.239;0.1;-2.112;5;90;27;1346;0;-3;5.06;14
27/10/2022 10:07:49;27/10/2022 10:07:58;359633107827987;51.121405;71.437815;342;9;46;TRUE;0.163;0.148;-2.053;5;90;29;900;0;4;3.48;7
27/10/2022 10:07:51;27/10/2022 10:08:01;359633107827987;51.121437;71.437873;343;9;24;TRUE;-0.034;0.016;-2.128;5;90;29;939;0;5;2.79;7
27/10/2022 10:07:52;27/10/2022 10:08:01;359633107827987;51.121453;71.437908;343;11;35;TRUE;0.166;0.132;-2.207;5;90;54;1924;0;3;15.51;10
27/10/2022 10:07:52;27/10/2022 10:07:59;359633107827987;51.121453;71.437908;343;11;35;TRUE;0.111;0.211;-2.113;5;91;40;2340;0;0;10.51;15
27/10/2022 10:07:54;27/10/2022 10:08:01;359633107827987;51.121502;71.437997;343;17;46;TRUE;0.257;0.029;-2.134;5;91;66;2206;0;-5;16.27;20
27/10/2022 10:07:56;27/10/2022 10:08:01;359633107827987;51.121545;71.438133;344;19;56;TRUE;0.188;0.079;-2.146;5;90;32;1575;0;2;6.45;23
27/10/2022 10:07:57;27/10/2022 10:07:59;359633107827987;51.121565;71.438202;344;19;60;TRUE;0.136;0.076;-2.117;5;90;16;1572;0;-2;3.53;22
27/10/2022 10:07:58;27/10/2022 10:08:01;359633107827987;51.121565;71.438293;344;21;72;TRUE;0.116;0.098;-2.248;5;90;88;1645;0;-1;20.19;26
27/10/2022 10:08:00;27/10/2022 10:08:03;359633107827987;51.121553;71.438528;344;25;86;TRUE;0.266;0.308;-2.241;5;90;79;1935;0;1;16.54;31
27/10/2022 10:08:02;27/10/2022 10:08:27;359633107827987;51.121532;71.438745;345;25;96;TRUE;0.192;-0.007;-2.282;5;90;100;1758;0;1;25.36;36
27/10/2022 10:08:02;27/10/2022 10:08:13;359633107827987;51.121532;71.438745;345;25;96;TRUE;0.039;-0.014;-2.21;5;90;100;1758;0;1;25.36;36
27/10/2022 10:08:05;27/10/2022 10:08:27;359633107827987;51.121505;71.439222;346;38;100;TRUE;0.138;-0.139;-2.125;5;91;85;2114;0;4;20.04;45
27/10/2022 10:08:07;27/10/2022 10:08:13;359633107827987;51.121487;71.439552;346;41;94;TRUE;0.104;-0.097;-2.347;5;91;58;1939;0;0;16.03;47
27/10/2022 10:08:11;27/10/2022 10:08:27;359633107827987;51.121387;71.44036;348;53;105;TRUE;0.09;0.278;-2.211;5;91;98;1848;0;7;21.73;56
27/10/2022 10:08:12;27/10/2022 10:08:24;359633107827987;51.12135;71.440575;348;54;104;TRUE;0.074;0.272;-2.246;5;91;98;1934;0;0;22.79;59
27/10/2022 10:08:17;27/10/2022 10:08:25;359633107827987;51.121208;71.441695;351;54;102;TRUE;0.123;0.164;-2.318;5;92;10;1890;0;-6;3.35;59
27/10/2022 10:08:22;27/10/2022 10:08:25;359633107827987;51.121012;71.442862;353;54;104;TRUE;0.131;0.152;-2.062;5;92;76;1759;0;0;16.27;55
27/10/2022 10:08:27;27/10/2022 10:08:28;359633107827987;51.120827;71.443857;357;51;102;TRUE;0.205;0.304;-2.264;5;92;58;1853;0;0;9.11;56
27/10/2022 10:08:32;27/10/2022 10:08:34;359633107827987;51.120625;71.444952;361;54;103;TRUE;0.09;0.206;-2.198;5;92;34;1758;0;1;6.78;56
27/10/2022 10:08:37;27/10/2022 10:08:40;359633107827987;51.12043;71.446033;364;53;105;TRUE;0.243;0.177;-2.214;5;92;40;1797;0;3;8.41;54
27/10/2022 10:08:42;27/10/2022 10:08:44;359633107827987;51.120277;71.447053;365;54;103;TRUE;0.379;0.45;-2.107;5;92;19;1871;0;1;5.32;55
27/10/2022 10:08:47;27/10/2022 10:08:56;359633107827987;51.120113;71.448095;363;54;104;TRUE;0.12;0.303;-2.302;5;92;16;1782;0;3;3.02;56
27/10/2022 10:08:52;27/10/2022 10:08:57;359633107827987;51.119967;71.449152;361;56;102;TRUE;0.184;0.264;-2.247;5;92;14;1851;0;7;3.21;57
27/10/2022 10:08:57;27/10/2022 10:08:59;359633107827987;51.119795;71.450255;357;58;105;TRUE;0.186;0.186;-2.143;5;91;14;1869;0;3;3.21;58
27/10/2022 10:09:02;27/10/2022 10:09:04;359633107827987;51.119635;71.451315;355;56;104;TRUE;0.223;0.296;-2.247;5;91;14;1865;0;2;3.32;58
27/10/2022 10:09:06;27/10/2022 10:09:17;359633107827987;51.119498;71.452155;350;51;103;TRUE;0.304;0.365;-2.142;5;90;14;1680;0;-3;3.27;53
27/10/2022 10:09:06;27/10/2022 10:09:17;359633107827987;51.119498;71.452155;350;51;103;TRUE;0.304;0.365;-2.142;5;90;14;1680;0;-3;3.27;53
27/10/2022 10:09:07;27/10/2022 10:09:26;359633107827987;51.11947;71.452342;349;46;104;TRUE;0.258;0.411;-2.096;5;90;15;1453;0;0;2.93;47
27/10/2022 10:09:08;27/10/2022 10:09:26;359633107827987;51.11944;71.452505;348;41;106;TRUE;0.258;0.411;-2.096;5;90;15;1453;0;0;2.93;47
27/10/2022 10:09:08;27/10/2022 10:09:20;359633107827987;51.11944;71.452505;348;41;106;TRUE;0.33;0.538;-2.129;5;90;21;1258;0;-3;3.37;40
27/10/2022 10:09:08;27/10/2022 10:09:26;359633107827987;51.11944;71.452505;348;41;106;TRUE;0.33;0.538;-2.129;5;90;21;1258;0;-3;3.37;40
27/10/2022 10:09:08;27/10/2022 10:09:26;359633107827987;51.11944;71.452505;348;41;106;TRUE;0.33;0.538;-2.129;5;90;21;1258;0;-3;3.37;40
27/10/2022 10:09:09;27/10/2022 10:09:26;359633107827987;51.119413;71.452652;347;37;107;TRUE;0.261;0.253;-2.119;5;90;22;1459;0;-4;3.25;33
27/10/2022 10:09:09;27/10/2022 10:09:26;359633107827987;51.119413;71.452652;347;37;107;TRUE;0.261;0.253;-2.119;5;90;22;1459;0;-4;3.25;33
27/10/2022 10:09:10;27/10/2022 10:09:23;359633107827987;51.11939;71.452773;347;31;107;TRUE;0.294;0.45;-2.112;5;90;21;1220;0;0;3.32;29
27/10/2022 10:09:10;27/10/2022 10:09:23;359633107827987;51.11939;71.452773;347;31;107;TRUE;0.294;0.45;-2.112;5;90;21;1220;0;0;3.32;29
27/10/2022 10:09:11;27/10/2022 10:09:23;359633107827987;51.119372;71.452877;346;26;106;TRUE;0.392;0.376;-2.127;5;90;22;1139;0;-4;3.02;23
27/10/2022 10:09:11;27/10/2022 10:09:23;359633107827987;51.119372;71.452877;346;26;106;TRUE;0.392;0.376;-2.127;5;90;22;1139;0;-4;3.02;23
27/10/2022 10:09:12;27/10/2022 10:09:23;359633107827987;51.119355;71.452965;346;23;108;TRUE;0.336;0.322;-2.073;5;90;22;1139;0;-4;3.02;23
27/10/2022 10:09:12;27/10/2022 10:09:23;359633107827987;51.119355;71.452965;346;23;108;TRUE;0.336;0.322;-2.073;5;90;22;1139;0;-4;3.02;23
27/10/2022 10:09:12;27/10/2022 10:09:20;359633107827987;51.119355;71.452965;346;23;108;TRUE;0.298;0.105;-2.048;5;90;25;1130;0;-4;3.27;17
27/10/2022 10:09:13;27/10/2022 10:09:23;359633107827987;51.11934;71.453042;345;20;107;TRUE;0.292;0.254;-2.126;5;90;25;1130;0;-4;3.27;17
